undefinedDate,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2013-05-22 09:15:00,YP,21.86,1.76
2013-05-22 12:20:00,32H,16.34,10.58
2013-05-22 14:15:00,45H,12.91,13.37
2013-05-22 14:50:00,32H,16.78,11.15
2013-05-22 18:35:00,DROP,11.45,13.53
2013-05-22 19:10:00,10H,29.45,2.35
2013-05-22 22:15:00,Fill,32.1,0.26
2013-05-22 22:25:00,YP,22.1,1.55
2013-05-23 03:10:00,18H,23.65,6.45
2013-05-23 03:50:00,45H,12.17,13.47
2013-05-23 04:08:00,32H,15.81,11.25
2013-05-23 07:53:27,18H,23.32,6.47
2013-05-23 14:52:00,10H,24.01,4.85
2013-05-23 17:08:00,45H,12.66,13.45
2013-05-23 17:10:00,32H,16.28,11
2013-05-23 23:00:00,DROP,11.67,13.58
2013-05-24 00:00:00,18H,26.71,3.87
2013-05-24 02:20:00,Fill,33.49,0.24
2013-05-24 02:25:00,YP,22.63,1.42
2013-05-24 06:10:00,45H,12.11,13.36
2013-05-24 06:30:00,32H,23.67,6.3
2013-05-24 12:15:00,DROP,12.04,13.67
2013-05-24 12:25:00,10H,29.33,2.13
2013-05-24 16:10:00,Fill,32.58,0.187
2013-05-24 16:15:00,YP,21.63,1.733
2013-05-24 16:30:00,18H,26.71,3.87
2013-05-24 19:30:00,45H,17.39,10.34
2013-05-24 20:25:00,18H,24.32,6.38
2013-05-25 01:20:00,10H,29.93,2.137
2013-05-25 01:40:00,45H,12.11,13.36
2013-05-25 05:05:00,10H,28.84,2.14
2013-05-25 05:30:00,Fill,32.63,0.221
2013-05-25 05:35:00,YP,22.35,1.631
2013-05-25 10:15:00,18H,23.27,6.6
2013-05-25 10:25:00,32H,16.01,11.1
2013-05-25 10:40:00,DROP,12.21,13.67
2013-05-25 15:12:00,DROP,11.55,13.36
2013-05-25 15:30:00,10H,29.15,2.34
2013-05-25 19:10:00,Fill,32.48,0.24
2013-05-25 19:15:00,YP,20.85,1.81
2013-05-25 23:30:00,18H,23.1,6.41
2013-05-26 00:15:00,32H,15.11,11.71
2013-05-26 05:00:00,DROP,12.25,13.98
2013-05-26 08:48:00,Fill,32.81,0.28
2013-05-26 08:48:19,YP,21.24,1.94
2013-05-26 13:05:00,18H,21.93,6.76
2013-05-26 13:15:00,BW,11.89,13.48
2013-05-26 13:20:00,45H,11.89,13.38
2013-05-26 13:30:00,32H,15.28,11.28
2013-05-26 18:50:00,10H,21.01,2.19
2013-05-26 22:25:00,Fill,32.94,0.24
2013-05-26 22:30:00,YP,21.44,1.73
2013-05-26 23:25:00,45H,12.84,13.63
2013-05-27 02:30:00,45H,12.31,13.46
2013-05-27 02:50:00,18H,23.21,6.64
2013-05-27 03:05:00,32H,16.14,11.22
2013-05-27 07:35:00,DROP,11.77,13.5
2013-05-27 08:25:00,10H,30.1,2.26
2013-05-27 11:40:00,Fill,31.97,0.25
2013-05-27 11:50:00,YP,22.1,1.6
2013-05-27 16:00:00,18H,22.91,6.45
2013-05-27 16:05:00,45H,12.04,13.5
2013-05-27 16:50:00,32H,15.96,11.13
2013-05-27 18:15:00,DROP,12.11,13.4
2013-05-27 20:45:00,DROP,11.92,13.64
2013-05-27 21:40:00,10H,28.73,2.28
2013-05-28 00:40:00,Fill,32.75,0.32
2013-05-28 00:50:00,YP,21.28,1.59
2013-05-28 05:40:00,18H,23,6.61
2013-05-28 05:50:00,45H,12.35,13.49
2013-05-28 06:25:00,32H,15.8,11.19
2013-05-28 10:00:00,DROP,11.87,13.6
2013-05-28 10:45:00,10H,30,1.74
2013-05-28 14:00:00,Fill,32.76,0.22
2013-05-28 14:05:00,YP,22.36,1.43
2013-05-28 18:45:00,18H,23.12,6.53
2013-05-28 19:25:00,45H,11.87,13.45
2013-05-28 19:40:00,32H,16.36,11.15
2013-05-28 23:17:00,DROP,12.6,13.54
2013-05-29 00:05:00,10H,29.75,1.98
2013-05-29 00:40:00,45H,11.96,13.44
2013-05-29 03:00:00,Fill,32.86,0.25
2013-05-29 03:23:00,YP,21.2,1.69
2013-05-29 08:05:00,18H,23.4,6.52
2013-05-29 08:45:00,32H,16.2,11.04
2013-05-29 12:45:00,DROP,11.1,13.45
2013-05-29 13:25:00,10H,28.12,2.26
2013-05-29 16:40:00,YP,22.03,1.65
2013-05-29 16:45:00,Fill,32.81,0.2
2013-05-29 21:25:00,18H,22.77,6.63
2013-05-29 21:40:00,45H,12.05,13.49
2013-05-29 21:45:00,BW,12.05,13.06
2013-05-29 22:05:00,32H,15.82,10.99
2013-05-30 00:35:00,32H,16.78,10.99
2013-05-30 01:50:00,DROP,11.58,13.57
2013-05-30 02:35:00,10H,29.84,2.5
2013-05-30 05:40:00,YP,21.81,1.67
2013-05-30 05:45:00,Fill,33.23,0.33
2013-05-30 09:00:00,YP,19.55,1.86
2013-05-30 10:35:00,18H,23.88,6.65
2013-05-30 11:05:00,45H,11.9,13.43
2013-05-30 11:20:00,32H,15.97,10.83
2013-05-30 15:00:00,DROP,11.86,13.52
2013-05-30 15:45:00,10H,30.17,1.93
2013-05-30 19:00:00,Fill,33.17,0.24
2013-05-30 23:45:00,18H,23.43,6.47
2013-05-31 00:25:00,45H,12.92,13.26
2013-05-31 04:12:00,DROP,11.99,13.54
2013-05-31 05:00:00,10H,30.33,2.25
2013-05-31 07:45:00,Fill,33.28,0.24
2013-05-31 08:05:00,YP,21.64,1.79
2013-05-31 13:20:00,18H,21.8,6.81
2013-05-31 13:20:43,32H,16.97,10.41
2013-05-31 13:40:00,45H,11.91,13.37
2013-05-31 17:00:00,DROP,12.01,13.67
2013-05-31 18:00:00,10H,29.56,2.41
2013-05-31 21:00:00,Fill,32.86,0.25
2013-05-31 21:22:00,YP,22.34,1.26
2013-06-01 02:00:00,18H,23.4,6.53
2013-06-01 02:45:00,45H,12.87,12.87
2013-06-01 03:00:00,32H,17.14,10.73
2013-06-01 06:20:00,DROP,11.94,13.34
2013-06-01 07:25:00,10H,30.44,2.11
2013-06-01 10:00:00,Fill,32.97,0.29
2013-06-01 10:30:00,YP,22.81,1.75
2013-06-01 15:18:00,18H,24.14,6.45
2013-06-01 16:00:00,45H,12.5,13.01
2013-06-01 16:50:00,32H,17.59,10.45
2013-06-01 19:55:00,DROP,12.36,13.52
2013-06-01 20:00:00,10H,30.54,1.92
2013-06-01 23:47:00,Fill,33.53,0.26
2013-06-01 23:50:00,YP,22.71,1.56
2013-06-02 04:00:00,18H,24.28,6.4
2013-06-02 05:00:00,45H,13.05,12.83
2013-06-02 05:18:00,32H,17.81,10.53
2013-06-02 09:25:00,10H,31.36,1.87
2013-06-02 13:00:00,Fill,33.4,0.27
2013-06-02 13:10:00,YP,21.52,1.74
2013-06-02 17:47:00,18H,23,6.61
2013-06-02 18:00:00,32H,18.28,10.33
2013-06-02 18:05:00,BW,18.28,13.45
2013-06-02 18:18:00,45H,12.48,12.86
2013-06-02 22:10:00,DROP,13.08,13.35
2013-06-02 23:21:00,10H,30.23,2.36
2013-06-03 02:28:00,YP,22.76,1.58
2013-06-03 02:30:00,Fill,33.41,0.33
2013-06-03 06:55:00,18H,23.03,6.61
2013-06-03 07:00:00,45H,14.89,12.78
2013-06-03 07:47:00,32H,17.47,10.39
2013-06-03 11:55:00,DROP,13.92,13.42
2013-06-03 15:50:00,YP,22.31,1.78
2013-06-03 15:55:00,Fill,32.9,0.3
2013-06-03 20:25:00,18H,23.32,7.13
2013-06-03 20:47:00,45H,14.32,13.13
2013-06-03 20:55:00,32H,17.42,10.98
2013-06-04 00:50:00,DROP,13.43,13.49
2013-06-04 01:55:00,10H,30.89,1.79
2013-06-04 04:55:00,YP,22.69,1.71
2013-06-04 04:55:55,Fill,33.58,0.33
2013-06-04 04:55:55,Fill,33.58,0.33
2013-06-04 04:55:55,Fill,33.58,0.33
2013-06-04 04:55:55,Fill,33.58,0.33
2013-06-04 09:55:00,18H,23.43,6.6
2013-06-04 09:55:33,45H,12.98,1.54
2013-06-04 14:30:00,DROP,12.21,13.9
2013-06-04 18:10:00,Fill,33.65,0.34
2013-06-04 18:15:00,YP,21.82,1.77
2013-06-04 22:50:00,18H,24.59,6.43
2013-06-04 23:20:00,YP,20.57,1.76
2013-06-04 23:28:00,45H,13.5,13.31
2013-06-04 23:40:00,32H,17.59,10.86
2013-06-05 03:25:00,DROP,12.99,13.78
2013-06-05 04:15:00,10H,30.9,1.98
2013-06-05 07:00:00,Fill,32.73,0.34
2013-06-05 10:28:00,32H,17.91,10.72
2013-06-05 12:00:00,18H,23.97,6.29
2013-06-05 12:50:00,32H,17.75,10.88
2013-06-05 12:55:00,45H,13.03,13.53
2013-06-05 16:30:00,DROP,12.3,13.88
2013-06-05 17:15:00,10H,29.87,2.41
2013-06-05 20:45:00,YP,21.8,1.87
2013-06-05 20:50:00,Fill,32.88,0.3
2013-06-06 01:15:00,18H,23.75,6.28
2013-06-06 01:30:00,32H,18.23,10.63
2013-06-06 01:35:00,45H,13.07,13.21
2013-06-06 01:50:00,BW,13.07,13.83
2013-06-06 06:00:00,DROP,12.67,13.8
2013-06-06 06:30:00,10H,29.6,2.02
2013-06-06 14:45:00,18H,23.19,7.04
2013-06-06 15:10:00,45H,13.38,13.45
2013-06-06 15:15:00,32H,16.76,10.9
2013-06-06 21:00:00,10H,26.93,2.41
2013-06-06 22:10:00,DROP,12.16,14.01
2013-06-07 02:00:00,YP,21.43,1.38
2013-06-07 02:05:00,Fill,32.81,0.24
2013-06-07 04:15:00,45H,13.41,13.27
2013-06-07 04:30:00,18H,22.61,6.01
2013-06-07 04:45:00,32H,17.02,10.76
2013-06-07 11:05:00,DROP,11.63,13.81
2013-06-07 12:00:00,10H,29.21,2.22
2013-06-07 15:20:00,Fill,32.69,0.28
2013-06-07 15:25:00,YP,21.71,1.62
2013-06-07 17:45:00,45H,12.52,13.28
2013-06-07 19:00:00,32H,13.08,10.91
2013-06-07 20:00:00,18H,22.97,6.47
2013-06-08 00:40:00,DROP,11.52,13.87
2013-06-08 01:10:00,10H,28.91,2.24
2013-06-08 04:40:00,YP,21.91,1.88
2013-06-08 04:45:00,Fill,33.12,0.23
2013-06-08 08:00:00,45H,11.26,12.73
2013-06-08 09:20:00,18H,23.94,6.43
2013-06-08 10:20:00,32H,16.49,11.18
2013-06-08 13:40:00,DROP,10.76,12.77
2013-06-08 15:00:00,10H,29.89,2.31
2013-06-08 17:40:00,Fill,33.17,0.25
2013-06-08 17:50:00,YP,22.09,1.56
2013-06-08 22:45:00,18H,22.73,6.74
2013-06-08 22:50:00,45H,11.78,13.51
2013-06-08 23:20:00,32H,17.16,13.39
2013-06-09 03:40:00,10H,30.12,2.07
2013-06-09 03:50:00,DROP,10.55,13.71
2013-06-09 07:15:00,YP,21.78,1.85
2013-06-09 07:20:00,Fill,33.15,0.24
2013-06-09 11:45:00,18H,23.23,6.54
2013-06-09 12:15:00,45H,12.62,13.39
2013-06-09 12:45:00,32H,16.97,11.02
2013-06-09 17:05:00,DROP,12.19,13.87
2013-06-09 17:20:00,10H,29.92,2.74
2013-06-09 21:00:00,Fill,33.45,0.24
2013-06-10 01:02:00,18H,22.95,6.47
2013-06-10 01:20:00,18H,22.95,6.47
2013-06-10 01:40:00,32H,14.94,10.94
2013-06-10 01:45:00,45H,11.6,13.55
2013-06-10 06:25:00,DROP,12.7,13.9
2013-06-10 07:00:00,10H,30.07,2.26
2013-06-10 10:15:00,Fill,33.02,0.2
2013-06-10 14:20:00,45H,13.35,13.37
2013-06-10 14:35:00,18H,24.59,6.34
2013-06-10 15:20:00,32H,18.07,10.91
2013-06-10 19:35:00,DROP,11.79,13.82
2013-06-10 20:15:00,10H,30.32,1.99
2013-06-10 23:43:00,Fill,33.02,0.23
2013-06-11 04:15:00,18H,23.37,6.47
2013-06-11 04:20:00,45H,13.84,13.47
2013-06-11 05:00:00,32H,17.31,10.79
2013-06-11 09:45:00,10H,29.26,2.44
2013-06-11 10:00:00,DROP,12.62,14.09
2013-06-11 14:20:00,Fill,33.89,0.4
2013-06-11 14:50:00,YP,20.21,3.05
2013-06-11 18:00:00,45H,13.16,13.33
2013-06-11 18:00:28,32H,17.01,10.91
2013-06-12 01:10:00,10H,29.74,2.62
2013-06-12 01:11:00,DROP,12.01,14.02
2013-06-12 05:08:00,Fill,33.27,0.2
2013-06-12 07:15:00,45H,11.57,13.45
2013-06-12 07:40:00,32H,16.28,10.79
2013-06-12 09:10:00,18H,23.83,6.66
2013-06-12 14:30:00,DROP,12.05,13.87
2013-06-12 15:08:00,10H,31,2.31
2013-06-12 17:45:00,18H,24.14,6.3
2013-06-12 18:20:00,YP,22,1.65
2013-06-12 18:25:00,Fill,33.17,0.23
2013-06-12 20:50:00,45H,13.34,13.3
2013-06-12 22:50:00,18H,23.68,6.38
2013-06-13 04:00:00,DROP,11.77,14.01
2013-06-13 04:15:00,10H,30.31,2.06
2013-06-13 07:56:00,YP,22.18,1.69
2013-06-13 12:15:00,18H,23.99,6.5
2013-06-13 13:08:00,32H,16.99,10.82
2013-06-13 17:20:00,DROP,12.11,14.24
2013-06-13 17:56:00,10H,30.62,2.05
2013-06-13 21:35:00,YP,20.55,1.99
2013-06-13 21:40:00,Fill,33.05,0.24
2013-06-14 01:56:00,18H,24.46,6.5
2013-06-14 02:08:00,45H,12.77,13.33
2013-06-14 02:20:00,32H,17.22,10.97
2013-06-14 06:45:00,DROP,11.9,13.83
2013-06-14 07:37:00,10H,29.8,2.32
2013-06-14 08:01:00,Fill,33.56,0.25
2013-06-14 11:25:00,Fill,31.42,0.33
2013-06-14 11:32:00,YP,21.26,2.35
2013-06-14 12:15:00,45H,13.15,13.76
2013-06-14 15:20:00,45H,13.45,13.36
2013-06-14 15:35:00,18H,23.35,6.68
2013-06-14 15:35:00,18H,23.35,6.68
2013-06-14 15:56:00,32H,17.69,10.95
2013-06-14 21:04:00,DROP,11.9,13.94
2013-06-14 21:30:00,10H,30.73,2.15
2013-06-15 01:05:00,Fill,33.82,0.32
2013-06-15 01:37:00,YP,21.72,2.02
2013-06-15 04:56:00,45H,13.97,13.37
2013-06-15 05:30:00,18H,24.88,5.91
2013-06-15 05:35:00,32H,16.78,11.03
2013-06-15 10:35:00,DROP,10.53,14.01
2013-06-15 11:30:00,10H,30.25,2.08
2013-06-15 14:32:00,Fill,33.32,0.29
2013-06-15 14:35:00,YP,22.96,1.44
2013-06-15 18:35:00,45H,12.35,13.45
2013-06-15 19:30:00,18H,24.19,6.46
2013-06-15 23:40:00,DROP,11.85,13.93
2013-06-16 00:35:00,10H,31.42,1.75
2013-06-16 03:40:00,YP,22.9,1.21
2013-06-16 03:45:00,Fill,33.27,0.23
2013-06-16 08:30:00,45H,14.11,12.95
2013-06-16 08:35:00,18H,23.95,6.28
2013-06-16 09:30:00,32H,17.33,11
2013-06-16 13:24:00,DROP,13.16,13.51
2013-06-16 13:50:00,10H,29.88,2.23
2013-06-16 18:25:00,Fill,32.14,0.23
2013-06-16 18:30:00,YP,20.35,2.61
2013-06-16 21:50:00,18H,23.5,6.5
2013-06-16 22:30:00,45H,12.95,13.35
2013-06-16 22:35:00,32H,16.99,10.76
2013-06-17 02:59:00,DROP,12.46,13.88
2013-06-17 04:20:00,10H,28.64,2.61
2013-06-17 07:45:00,YP,20.96,1.85
2013-06-17 07:50:00,Fill,33.11,0.26
2013-06-17 11:35:00,45H,13.62,13.253
2013-06-17 11:45:00,32H,16.58,11.222
2013-06-17 12:20:00,18H,22.86,6.812
2013-06-17 16:15:00,DROP,12.06,13.829
2013-06-17 16:30:00,10H,30.19,1.897
2013-06-17 20:50:00,YP,21.66,1.694
2013-06-17 20:55:00,Fill,32.95,0.256
2013-06-18 00:55:00,45H,11.87,13.614
2013-06-18 01:45:00,18H,23.64,6.466
2013-06-18 02:15:00,32H,16.78,11.049
2013-06-18 05:30:00,DROP,12.14,13.91
2013-06-18 06:50:00,10H,31.17,1.997
2013-06-18 09:50:00,YP,21.66,1.773
2013-06-18 09:55:00,Fill,33.5,0.227
2013-06-18 14:45:00,18H,23.69,6.55
2013-06-18 15:35:00,45H,12.78,13.486
2013-06-18 15:45:00,32H,16.59,11.023
2013-06-18 19:05:00,DROP,10.99,13.746
2013-06-18 19:45:00,10H,29.84,2.209
2013-06-18 23:07:00,YP,21.72,1.785
2013-06-18 23:12:00,Fill,32.63,0.22
2013-06-19 03:45:00,18H,23.84,6.55
2013-06-19 04:45:00,45H,13.47,13.402
2013-06-19 04:50:00,32H,16.97,11.006
2013-06-19 08:25:00,DROP,11.73,13.78
2013-06-19 08:50:00,10H,30.05,2.29
2013-06-19 12:25:00,YP,29.69,1.79
2013-06-19 12:30:00,Fill,33.53,0.22
2013-06-19 17:10:00,18H,23.81,6.56
2013-06-19 17:45:00,32H,17.32,11.04
2013-06-19 17:50:00,45H,11.78,13.41
2013-06-19 17:50:00,45H,11.78,13.41
2013-06-19 17:50:00,45H,11.78,13.41
2013-06-19 17:50:00,45H,11.78,13.41
2013-06-19 21:42:00,DROP,12.27,13.82
2013-06-19 22:20:00,10H,30.32,1.82
2013-06-20 01:39:00,YP,22.52,1.66
2013-06-20 01:44:00,Fill,33.15,0.24
2013-06-20 06:20:00,18H,23.45,6.49
2013-06-20 07:10:00,32H,16.79,10.99
2013-06-20 11:00:00,DROP,12.2,13.91
2013-06-20 11:40:00,10H,30.03,2
2013-06-20 14:55:00,YP,22.09,1.65
2013-06-20 15:00:00,Fill,32.87,0.22
2013-06-20 20:00:00,18H,23.03,6.76
2013-06-20 20:10:00,45H,13.89,13.3
2013-06-21 00:21:00,DROP,12.2,13.84
2013-06-21 01:00:00,10H,29.89,2.09
2013-06-21 04:18:00,Fill,33.07,0.25
2013-06-21 04:25:00,YP,22.47,1.68
2013-06-21 08:55:00,18H,24.16,6.49
2013-06-21 09:15:00,45H,13.4,13.39
2013-06-21 09:35:00,32H,17.19,10.87
2013-06-21 10:35:00,45H,12.57,13.33
2013-06-21 13:50:00,DROP,12.27,13.9
2013-06-21 14:40:49,10H,29.17,2.61
2013-06-21 17:42:00,YP,21.31,1.82
2013-06-21 17:47:00,Fill,32.22,0.24
2013-06-21 22:10:00,18H,22.9,6.53
2013-06-21 22:50:00,32H,16.59,11.14
2013-06-22 02:55:00,DROP,11.94,13.82
2013-06-22 06:55:00,YP,22.39,1.11
2013-06-22 07:00:00,Fill,33.07,0.24
2013-06-22 11:42:00,18H,23.14,6.71
2013-06-22 12:10:00,45H,12.91,13.33
2013-06-22 12:18:00,32H,15.79,11.06
2013-06-22 16:10:00,DROP,12.83,13.57
2013-06-22 16:55:00,10H,30.14,1.78
2013-06-22 20:00:00,YP,21.02,1.76
2013-06-22 20:15:00,Fill,33.14,0.21
2013-06-23 00:55:00,18H,23.67,5.93
2013-06-23 01:05:00,45H,11.65,13.19
2013-06-23 01:40:00,32H,16.41,11.29
2013-06-23 05:40:00,DROP,12.01,13.46
2013-06-23 06:00:00,10H,34.97,2.09
2013-06-23 09:35:00,Fill,33.19,0.21
2013-06-23 14:00:00,18H,23.79,6.59
2013-06-23 14:42:00,45H,11.86,13.32
2013-06-23 14:55:00,32H,18.23,10.34
2013-06-23 18:40:00,DROP,11.81,13.54
2013-06-23 19:30:00,10H,30.62,1.92
2013-06-23 22:50:00,Fill,33.46,0.21
2013-06-23 22:55:00,YP,21.77,1.85
2013-06-24 03:30:00,18H,25.22,5.84
2013-06-24 03:55:00,45H,13.96,12.73
2013-06-24 04:00:00,32H,17.6,10.69
2013-06-24 08:15:00,DROP,12.82,13.35
2013-06-24 08:50:00,10H,30.5,1.9
2013-06-24 11:55:00,YP,22.78,0.9
2013-06-24 12:00:00,Fill,33.19,0.21
2013-06-24 17:00:00,45H,14.49,12.9
2013-06-24 17:30:00,32H,18.74,9.87
2013-06-24 21:20:00,DROP,13.47,13.43
2013-06-24 22:10:00,10H,30.61,1.99
2013-06-25 01:25:00,Fill,22.58,0.26
2013-06-25 06:10:00,18H,24.21,6.13
2013-06-25 06:30:00,45H,15.19,12
2013-06-25 06:50:00,32H,18.69,10.31
2013-06-25 11:30:00,DROP,14.38,12.68
2013-06-25 12:05:00,10H,29.65,2.21
2013-06-25 16:15:00,Fill,32.76,0.23
2013-06-25 16:25:00,YP,20.65,2.59
2013-06-25 16:50:00,18H,23.92,6.6
2013-06-25 19:50:00,18H,23.04,6.22
2013-06-25 20:00:00,18H,23.04,6.22
2013-06-26 02:10:00,10H,29.07,2.53
2013-06-26 02:50:00,DROP,14.62,13.06
2013-06-26 07:00:00,YP,21.16,1.62
2013-06-26 07:05:00,Fill,32.79,0.23
2013-06-26 09:10:00,45H,14.04,12.77
2013-06-26 09:50:00,32H,16.79,10.39
2013-06-26 10:20:00,18H,23.2,6.43
2013-06-26 15:45:00,DROP,12.53,13.59
2013-06-26 16:50:00,10H,29.56,1.91
2013-06-26 20:39:00,YP,21.54,1.68
2013-06-26 20:44:00,Fill,32.85,0.24
2013-06-26 23:00:00,45H,14.39,12.54
2013-06-27 00:25:00,32H,16.92,10.76
2013-06-27 01:00:00,18H,23.18,6.45
2013-06-27 04:40:00,32H,17.33,10.69
2013-06-27 06:10:00,DROP,12.9,13.38
2013-06-27 06:40:00,10H,30.9,1.79
2013-06-27 10:05:00,Fill,32.63,0.21
2013-06-27 13:25:00,45H,12.8,13
2013-06-27 14:40:00,18H,23.6,6.57
2013-06-27 14:55:00,18H,17.67,10.4
2013-06-27 19:48:00,DROP,12.8,13.77
2013-06-27 19:55:00,10H,29.44,2.4
2013-06-27 23:42:00,YP,20.89,1.99
2013-06-27 23:47:12,Fill,32.49,0.23
2013-06-28 04:05:00,18H,23.21,6.58
2013-06-28 04:40:00,32H,17.33,10.69
2013-06-28 09:15:00,DROP,12.68,13.27
2013-06-28 09:40:00,10H,29.17,2.52
2013-06-28 13:10:00,Fill,32.84,0.23
2013-06-28 17:40:00,45H,12.75,12.75
2013-06-28 17:42:00,18H,22.25,6.67
2013-06-28 18:10:00,32H,16.6,10.66
2013-06-28 22:56:00,DROP,12.62,13.39
2013-06-28 23:10:00,10H,30.08,2.05
2013-06-29 02:52:00,Fill,33.27,0.26
2013-06-29 02:58:00,YP,22.36,1.63
2013-06-29 06:45:00,45H,13.09,13.04
2013-06-29 07:30:00,32H,16.25,11.02
2013-06-29 12:30:00,DROP,11.79,13.62
2013-06-29 16:10:00,YP,21.94,1.91
2013-06-29 16:15:00,Fill,33.16,0.23
2013-06-29 20:42:00,45H,12.73,13.42
2013-06-29 20:45:00,32H,16.03,11.09
2013-06-29 20:50:00,18H,23.29,6.45
2013-06-30 01:48:00,DROP,11.29,13.81
2013-06-30 02:20:00,10H,29.62,2.23
2013-06-30 05:40:00,YP,21.72,1.77
2013-06-30 05:45:00,Fill,32.67,0.21
2013-06-30 10:00:00,45H,12.85,13.59
2013-06-30 10:20:00,18H,23.85,6.53
2013-06-30 10:50:00,32H,16.95,10.87
2013-06-30 15:05:00,DROP,12.03,13.97
2013-06-30 15:40:00,10H,30.4,2.1
2013-06-30 19:11:00,Fill,32.9,0.2
2013-06-30 19:21:00,YP,21.16,1.77
2013-06-30 23:40:00,18H,23.16,6.49
2013-06-30 23:50:00,45H,12.08,13.22
2013-07-01 00:20:00,32H,22.52,11.07
2013-07-01 04:44:00,DROP,12.62,13.77
2013-07-01 05:10:00,10H,30.31,1.98
2013-07-01 08:45:00,Fill,32.83,0.21
2013-07-01 08:54:00,YP,21.27,1.97
2013-07-01 13:10:00,18H,21.94,6.73
2013-07-01 13:20:00,45H,11.88,13.54
2013-07-01 13:40:00,32H,16.73,10.73
2013-07-01 18:05:00,DROP,11.51,13.95
2013-07-01 18:45:00,10H,28.61,2.15
2013-07-01 22:00:00,Fill,32.77,0.21
2013-07-01 22:10:00,YP,21.13,1.7
2013-07-02 02:40:00,45H,13.56,13.12
2013-07-02 02:45:00,18H,23.5,6.36
2013-07-02 03:10:00,32H,16.39,10.99
2013-07-02 07:31:00,DROP,12.22,13.76
2013-07-02 09:10:00,10H,29.15,2.6
2013-07-02 11:35:00,Fill,32.86,0.25
2013-07-02 11:40:00,YP,21.08,1.92
2013-07-02 16:10:00,45H,12.23,13.56
2013-07-02 16:45:00,32H,16.02,11.05
2013-07-02 21:05:00,DROP,11.83,13.82
2013-07-02 21:30:00,10H,29.11,2.38
2013-07-03 01:05:00,Fill,32.64,0.2
2013-07-03 01:10:00,YP,21.22,1.79
2013-07-03 05:25:00,18H,23.69,6.48
2013-07-03 06:10:00,32H,17.02,10.99
2013-07-03 10:26:00,DROP,11.65,13.8
2013-07-03 11:00:00,10H,30.23,1.82
2013-07-03 14:20:00,Fill,33.2,0.01
2013-07-03 14:45:00,YP,18.29,1.11
2013-07-03 19:00:00,18H,23.55,6.43
2013-07-03 19:10:00,45H,12.92,13.38
2013-07-03 19:20:00,32H,16.81,10.95
2013-07-03 23:50:00,DROP,11.3,13.86
2013-07-03 23:55:00,10H,29.77,1.59
2013-07-04 03:30:00,Fill,33.15,0.21
2013-07-04 03:55:00,YP,22.36,1.68
2013-07-04 08:30:00,18H,22.45,6.41
2013-07-04 08:35:00,45H,12.57,13.43
2013-07-04 09:00:00,32H,18.07,10.53
2013-07-04 13:35:00,DROP,10.98,13.79
2013-07-04 13:55:00,10H,29.37,2.15
2013-07-04 17:30:00,YP,22.17,1.71
2013-07-04 17:35:00,Fill,32.57,0.2
2013-07-04 21:55:00,18H,23.4,6.33
2013-07-04 22:00:00,45H,14.1,12.61
2013-07-04 22:30:00,32H,17.45,10.29
2013-07-05 02:30:00,DROP,13.38,13.19
2013-07-05 03:25:00,10H,29.16,2.21
2013-07-05 07:00:00,YP,20.87,1.99
2013-07-05 07:05:00,Fill,32.81,0.19
2013-07-05 11:30:00,18H,22.74,6.51
2013-07-05 11:55:00,32H,19.94,9.79
2013-07-05 16:40:00,DROP,13.68,13.02
2013-07-05 17:00:00,10H,29.84,2.09
2013-07-05 20:30:00,YP,21.49,1.79
2013-07-05 20:35:00,Fill,33.25,0.27
2013-07-06 00:55:00,45H,14.68,11.91
2013-07-06 01:00:00,18H,21.76,6.51
2013-07-06 01:30:00,32H,17.25,10.64
2013-07-06 05:52:00,DROP,14.3,12.44
2013-07-06 06:30:00,10H,29.14,2.26
2013-07-06 10:00:00,YP,21.66,1.85
2013-07-06 10:05:00,Fill,32.74,0.23
2013-07-06 14:30:00,18H,23.53,6.46
2013-07-06 15:00:00,32H,17.94,10.19
2013-07-06 19:30:00,DROP,12.6,13.28
2013-07-06 20:20:00,10H,29.34,2.06
2013-07-06 23:30:00,YP,21.26,1.72
2013-07-06 23:35:00,Fill,32.86,0.21
2013-07-07 04:00:00,18H,23.41,6.59
2013-07-07 04:30:00,32H,17.34,10.55
2013-07-07 09:05:00,DROP,12.8,12.82
2013-07-07 09:25:00,10H,29.79,2.4
2013-07-07 12:50:00,Fill,33,0.2
2013-07-07 12:55:00,YP,21.86,1.54
2013-07-07 17:30:31,45H,13.11,12.75
2013-07-07 18:00:44,32H,17.04,10.66
2013-07-07 22:30:03,DROP,12.23,13.35
2013-07-07 22:45:22,10H,30.55,1.68
2013-07-08 02:20:00,10H,29.01,2.42
2013-07-08 02:23:36,YP,21.64,1.72
2013-07-08 02:24:08,Fill,32.48,0.22
2013-07-08 06:45:00,45H,13.16,13.15
2013-07-08 06:45:25,45H,13.16,13.15
2013-07-08 07:25:38,32H,17.48,10.33
2013-07-08 07:25:43,18H,23.49,6.36
2013-07-08 11:45:00,DROP,11.54,13.76
2013-07-08 11:45:48,DROP,11.54,13.76
2013-07-08 12:23:00,10H,29.23,2.03
2013-07-08 12:23:52,10H,29.27,2.03
2013-07-08 16:21:00,Fill,32.13,0.2
2013-07-08 20:00:00,32H,16.74,10.88
2013-07-08 20:23:00,18H,22.05,6.39
