undefined,14385,14386,14387
02/21/2012,2.08E+06,3.95E+04,0.00E+00
04/14/2012,1.08E+07,2.19E+04,0.00E+00
04/16/2012,7.14E+06,1.44E+04,0.00E+00
04/20/2012,2.47E+07,1.18E+04,0.00E+00
02/05/2013,1.18E+06,,0.00E+00
04/12/2013,8.38E+05,2.68E+04,0.00E+00
05/17/2013,8.54E+05,1.30E+04,0.00E+00
05/24/2013,7.12E+05,3.55E+03,0.00E+00
05/31/2013,5.11E+06,8.23E+03,0.00E+00
06/07/2013,1.99E+06,1.09E+04,0.00E+00
06/14/2013,5.55E+06,1.01E+04,0.00E+00
06/21/2013,3.92E+06,1.12E+04,0.00E+00
06/28/2013,1.40E+06,1.25E+04,0.00E+00
07/05/2013,1.02E+06,7.50E+03,0.00E+00
07/12/2013,4.87E+07,4.17E+04,0.00E+00
07/22/2013,7.70E+06,7.79E+03,1.00E+00
07/30/2013,1.90E+04,4.90E+03,0.00E+00
08/30/2013,4.90E+06,3.74E+05,0.00E+00
10/11/2013,5.94E+05,3.71E+04,0.00E+00
11/08/2013,4.22E+05,1.89E+04,0.00E+00
12/12/2013,1.21E+05,6.03E+03,0.00E+00
01/03/2014,1.85E+05,7.45E+03,0.00E+00
01/17/2014,5.61E+06,3.21E+03,0.00E+00
01/31/2014,6.20E+05,9.49E+02,0.00E+00
02/14/2014,7.12E+05,7.54E+03,0.00E+00
03/14/2014,1.18E+06,2.10E+04,3.93E+03
04/11/2014,1.29E+07,2.05E+04,0.00E+00
